 #VirtualDetector/det-1                                                          
  output from Ecalc9 version 2 
  settings: 
    particle type:            0
    pzmin/pzmax:    0.0000000000000000      /   0.0000000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    0.0000000000000000     
    sigma cut:    0.0000000000000000     
    subtract out amplitude correlation

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
   247  0.8625E+02 -0.3112E-03  0.6108E-02  0.3987E-01  0.3904E-05 -0.6665E-01  0.1989E+00  0.4782E+00 -0.1491E+00  0.7952E+02 -0.3199E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4636E-02  0.9711E-02  0.5731E-08  0.7231E-01  0.1538E-06  0.9610E-02 -0.8824E-02 -0.1008E-01 -0.6067E-01  0.5265E-01  0.8539E-01  0.1002E+00
   248  0.8660E+02 -0.3281E+01  0.6183E-02  0.3573E-01  0.4004E-05 -0.2234E-01  0.1967E+00  0.6759E+00 -0.8874E-01  0.8420E+02 -0.3546E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2551E-02  0.9711E-02  0.5751E-08  0.5869E-01  0.1566E-06  0.9639E-02 -0.8422E-02 -0.1366E-01 -0.1726E+00 -0.1307E-02  0.1789E+00  0.1634E+00
   249  0.8695E+02 -0.3115E-03  0.6236E-02  0.3244E-01  0.4088E-05 -0.6229E-01  0.1991E+00  0.5561E+00  0.6785E-01  0.9212E+02 -0.3890E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4594E-02  0.9711E-02  0.5773E-08  0.4988E-01  0.1589E-06  0.9657E-02 -0.5752E-02 -0.1281E-01 -0.1247E+00 -0.1228E+00  0.2126E+00  0.1333E+00
   250  0.8730E+02  0.3280E+01  0.6164E-02  0.3633E-01  0.4011E-05 -0.9924E-01  0.1961E+00  0.6033E+00  0.1492E+00  0.8360E+02 -0.3511E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6450E-02  0.9711E-02  0.5801E-08  0.5606E-01  0.1560E-06  0.9643E-02 -0.1388E-01 -0.5483E-03 -0.1304E+00 -0.8958E-01  0.6326E-01  0.1085E+00
   251  0.8765E+02 -0.3080E-03  0.6086E-02  0.4427E-01  0.3916E-05 -0.6414E-01  0.1988E+00  0.4231E+00  0.4688E-01  0.7484E+02 -0.2922E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4625E-02  0.9711E-02  0.5826E-08  0.6869E-01  0.1473E-06  0.9612E-02 -0.5295E-02  0.1129E-01 -0.7627E-01 -0.1935E-01  0.1333E-01  0.8605E-01
   252  0.8800E+02 -0.3281E+01  0.6110E-02  0.4658E-01  0.3959E-05 -0.3089E-01  0.1970E+00  0.5557E+00 -0.1501E+00  0.7210E+02 -0.2796E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3050E-02  0.9711E-02  0.5845E-08  0.7255E-01  0.1418E-06  0.9598E-02 -0.6441E-02  0.1256E-01  0.5496E-01  0.1194E-01  0.1605E+00  0.1238E+00
   253  0.8835E+02 -0.3180E-03  0.6142E-02  0.4787E-01  0.4016E-05 -0.6228E-01  0.1991E+00  0.5637E+00 -0.1532E+00  0.7171E+02 -0.2724E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4561E-02  0.9711E-02  0.5865E-08  0.6870E-01  0.1386E-06  0.9604E-02 -0.6394E-02  0.1123E-01  0.6041E-01  0.1426E+00  0.1618E+00  0.1122E+00
   254  0.8870E+02  0.3280E+01  0.6078E-02  0.5053E-01  0.3938E-05 -0.1168E+00  0.1958E+00  0.7300E+00  0.1010E+00  0.6831E+02 -0.2600E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7106E-02  0.9711E-02  0.5891E-08  0.7414E-01  0.1355E-06  0.9588E-02  0.8089E-02  0.1197E-01  0.1587E+00  0.1525E+00  0.1249E+00  0.1287E+00
   255  0.8905E+02 -0.2973E-03  0.6085E-02  0.5510E-01  0.3960E-05 -0.6205E-01  0.1989E+00  0.4736E+00  0.2112E+00  0.6639E+02 -0.2396E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4487E-02  0.9711E-02  0.5916E-08  0.7756E-01  0.1284E-06  0.9574E-02  0.1387E-01 -0.1172E-02  0.1679E+00  0.4428E-01  0.1256E+00  0.1195E+00
   256  0.8940E+02 -0.3281E+01  0.6042E-02  0.5545E-01  0.3922E-05 -0.3067E-01  0.1972E+00  0.4943E+00 -0.1279E-01  0.6613E+02 -0.2395E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2976E-02  0.9711E-02  0.5935E-08  0.8242E-01  0.1289E-06  0.9561E-02  0.1499E-01  0.4170E-03  0.5534E-01  0.5335E-01  0.1021E+00  0.1354E+00
   257  0.8975E+02 -0.3269E-03  0.6048E-02  0.5422E-01  0.3945E-05 -0.6253E-01  0.1989E+00  0.4855E+00 -0.2052E+00  0.6828E+02 -0.2456E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4504E-02  0.9711E-02  0.5954E-08  0.7976E-01  0.1303E-06  0.9568E-02  0.1250E-01  0.1333E-02  0.7607E-02 -0.5908E-01  0.8809E-01  0.9315E-01
   258  0.9010E+02  0.3281E+01  0.6044E-02  0.5196E-01  0.3961E-05 -0.1116E+00  0.1958E+00  0.7265E+00 -0.7545E-01  0.6833E+02 -0.2560E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6926E-02  0.9711E-02  0.5979E-08  0.7259E-01  0.1389E-06  0.9595E-02  0.5886E-02 -0.1164E-01 -0.9053E-01 -0.1341E+00  0.9811E-01  0.1028E+00
   259  0.9045E+02 -0.3039E-03  0.6075E-02  0.5052E-01  0.4048E-05 -0.5851E-01  0.1991E+00  0.5512E+00  0.1514E+00  0.7097E+02 -0.2630E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4457E-02  0.9711E-02  0.6005E-08  0.6562E-01  0.1446E-06  0.9616E-02 -0.8954E-02 -0.1011E-01 -0.1511E+00 -0.7273E-01  0.1765E+00  0.1249E+00
   260  0.9080E+02 -0.3281E+01  0.6051E-02  0.5002E-01  0.4037E-05 -0.3034E-01  0.1970E+00  0.5555E+00  0.1135E+00  0.7123E+02 -0.2671E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2990E-02  0.9711E-02  0.6025E-08  0.6878E-01  0.1477E-06  0.9611E-02 -0.9454E-02 -0.1306E-01 -0.8259E-01 -0.1168E+00  0.1750E+00  0.1624E+00
   261  0.9115E+02 -0.3174E-03  0.6009E-02  0.4759E-01  0.3992E-05 -0.5922E-01  0.1989E+00  0.4444E+00 -0.4812E-01  0.7466E+02 -0.2805E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4370E-02  0.9711E-02  0.6043E-08  0.6470E-01  0.1554E-06  0.9625E-02 -0.6627E-02 -0.1307E-01 -0.2070E-01 -0.5212E-01 -0.3224E-02  0.1148E+00
   262  0.9150E+02  0.3281E+01  0.6112E-02  0.4187E-01  0.4156E-05 -0.9170E-01  0.1961E+00  0.6026E+00 -0.9407E-01  0.7874E+02 -0.3152E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6220E-02  0.9711E-02  0.6069E-08  0.4686E-01  0.1626E-06  0.9663E-02 -0.1433E-01 -0.3261E-03  0.6171E-02  0.2477E-01  0.2679E-01  0.1070E+00
   263  0.9185E+02 -0.3113E-03  0.6142E-02  0.3953E-01  0.4221E-05 -0.5529E-01  0.1990E+00  0.5321E+00 -0.6903E-01  0.8232E+02 -0.3303E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4407E-02  0.9711E-02  0.6099E-08  0.3387E-01  0.1662E-06  0.9684E-02 -0.4244E-02  0.1142E-01  0.3307E-01  0.5760E-01  0.2036E+00  0.1065E+00
   264  0.9220E+02 -0.3281E+01  0.6143E-02  0.4435E-01  0.4248E-05 -0.1492E-01  0.1967E+00  0.6698E+00  0.2382E-01  0.7598E+02 -0.2988E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2384E-02  0.9711E-02  0.6122E-08  0.4364E-01  0.1626E-06  0.9668E-02 -0.4167E-02  0.1338E-01  0.3241E-02  0.1117E+00  0.1945E+00  0.1328E+00
   265  0.9255E+02 -0.3115E-03  0.6132E-02  0.5069E-01  0.4247E-05 -0.5598E-01  0.1990E+00  0.5107E+00  0.1121E+00  0.7129E+02 -0.2643E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4220E-02  0.9711E-02  0.6141E-08  0.5226E-01  0.1559E-06  0.9651E-02 -0.5063E-02  0.1288E-01 -0.3501E-01  0.1098E+00  0.4226E-01  0.1038E+00
   266  0.9290E+02  0.3280E+01  0.6150E-02  0.4699E-01  0.4255E-05 -0.9361E-01  0.1962E+00  0.5406E+00  0.8392E-01  0.7222E+02 -0.2820E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6015E-02  0.9711E-02  0.6166E-08  0.3814E-01  0.1621E-06  0.9678E-02  0.9220E-02  0.1199E-01  0.3474E-01  0.1194E+00 -0.4954E-01  0.1171E+00
   267  0.9325E+02 -0.3012E-03  0.6173E-02  0.4601E-01  0.4245E-05 -0.5778E-01  0.1987E+00  0.4389E+00 -0.1254E+00  0.7383E+02 -0.2864E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4100E-02  0.9711E-02  0.6196E-08  0.2976E-01  0.1626E-06  0.9689E-02  0.1290E-01 -0.1226E-02  0.1003E+00  0.1183E-01  0.1348E+00  0.1064E+00
   268  0.9360E+02 -0.3281E+01  0.6137E-02  0.4927E-01  0.4194E-05 -0.9650E-02  0.1966E+00  0.6804E+00 -0.1697E+00  0.7062E+02 -0.2707E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1814E-02  0.9711E-02  0.6221E-08  0.3689E-01  0.1615E-06  0.9679E-02  0.1245E-01 -0.4252E-03  0.9469E-01 -0.2488E-01  0.1960E+00  0.1032E+00
   269  0.9395E+02 -0.3219E-03  0.6177E-02  0.4988E-01  0.4209E-05 -0.5912E-01  0.1992E+00  0.5943E+00  0.5717E-01  0.7201E+02 -0.2689E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4036E-02  0.9711E-02  0.6243E-08  0.3819E-01  0.1601E-06  0.9677E-02  0.1046E-01 -0.5313E-03  0.9426E-01 -0.9114E-01  0.1044E+00  0.7169E-01
   270  0.9430E+02  0.3280E+01  0.6101E-02  0.4794E-01  0.4112E-05 -0.1012E+00  0.1961E+00  0.6194E+00  0.2123E+00  0.7293E+02 -0.2806E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6011E-02  0.9711E-02  0.6267E-08  0.3801E-01  0.1674E-06  0.9679E-02  0.3792E-02 -0.1145E-01 -0.2963E-01 -0.2142E+00  0.6139E-01  0.8406E-01
   271  0.9465E+02 -0.2955E-03  0.6072E-02  0.4463E-01  0.4060E-05 -0.5600E-01  0.1987E+00  0.4014E+00  0.5517E-01  0.7752E+02 -0.2995E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3852E-02  0.9711E-02  0.6293E-08  0.2968E-01  0.1724E-06  0.9691E-02 -0.8846E-02 -0.9940E-02 -0.1669E+00 -0.9779E-01  0.1517E-01  0.1012E+00
   272  0.9500E+02 -0.3281E+01  0.6100E-02  0.4104E-01  0.4067E-05 -0.1938E-01  0.1969E+00  0.5570E+00 -0.1907E+00  0.8219E+02 -0.3263E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2074E-02  0.9711E-02  0.6316E-08  0.2788E-01  0.1745E-06  0.9693E-02 -0.7684E-02 -0.1309E-01 -0.1165E+00 -0.8779E-01  0.9651E-01  0.1309E+00
   273  0.9535E+02 -0.3231E-03  0.6170E-02  0.3785E-01  0.4131E-05 -0.5600E-01  0.1991E+00  0.5720E+00 -0.1639E+00  0.8939E+02 -0.3539E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3825E-02  0.9711E-02  0.6339E-08  0.2490E-01  0.1753E-06  0.9696E-02 -0.4067E-02 -0.1222E-01 -0.9606E-01  0.3191E-01  0.1311E+00  0.1074E+00
   274  0.9570E+02  0.3281E+01  0.6062E-02  0.4109E-01  0.4072E-05 -0.1077E+00  0.1958E+00  0.7433E+00  0.1054E+00  0.8398E+02 -0.3311E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6451E-02  0.9711E-02  0.6364E-08  0.3394E-01  0.1773E-06  0.9685E-02 -0.1160E-01 -0.1474E-02  0.7483E-02  0.2259E+00  0.1340E+00  0.9011E-01
   275  0.9605E+02 -0.3063E-03  0.6021E-02  0.4196E-01  0.4059E-05 -0.4986E-01  0.1989E+00  0.4800E+00  0.2421E+00  0.8475E+02 -0.3250E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3905E-02  0.9711E-02  0.6389E-08  0.3260E-01  0.1760E-06  0.9687E-02 -0.3510E-02  0.1050E-01  0.1716E+00  0.1421E+00  0.6112E-01  0.7022E-01
   276  0.9640E+02 -0.3281E+01  0.6044E-02  0.4243E-01  0.4071E-05 -0.2215E-01  0.1971E+00  0.4747E+00  0.1876E-01  0.8305E+02 -0.3218E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2519E-02  0.9711E-02  0.6411E-08  0.3089E-01  0.1761E-06  0.9689E-02 -0.4234E-02  0.1399E-01  0.8827E-01  0.1559E+00  0.3815E-01  0.1141E+00
   277  0.9675E+02 -0.3106E-03  0.6038E-02  0.4439E-01  0.4073E-05 -0.5006E-01  0.1988E+00  0.4619E+00 -0.2500E+00  0.8213E+02 -0.3097E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3726E-02  0.9711E-02  0.6435E-08  0.3353E-01  0.1754E-06  0.9685E-02 -0.7330E-02  0.1414E-01  0.5713E-01  0.6953E-02  0.8008E-01  0.1509E+00
   278  0.9710E+02  0.3280E+01  0.5949E-02  0.4856E-01  0.4064E-05 -0.1039E+00  0.1957E+00  0.7643E+00 -0.1503E+00  0.7964E+02 -0.2919E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6464E-02  0.9711E-02  0.6464E-08  0.5772E-01  0.1727E-06  0.9643E-02  0.7393E-02  0.1542E-01 -0.1454E-01 -0.2039E+00  0.5907E-01  0.1687E+00
   279  0.9745E+02 -0.3066E-03  0.5902E-02  0.5254E-01  0.4051E-05 -0.4650E-01  0.1992E+00  0.6072E+00  0.2116E+00  0.8016E+02 -0.2750E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3830E-02  0.9711E-02  0.6490E-08  0.7652E-01  0.1671E-06  0.9600E-02  0.1217E-01  0.3297E-03 -0.1740E+00 -0.1338E+00  0.6631E-01  0.8328E-01
   280  0.9780E+02 -0.3281E+01  0.5909E-02  0.5349E-01  0.4041E-05 -0.2076E-01  0.1971E+00  0.5341E+00  0.2368E+00  0.7847E+02 -0.2711E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2630E-02  0.9711E-02  0.6510E-08  0.7774E-01  0.1665E-06  0.9597E-02  0.1047E-01 -0.2245E-02 -0.7412E-01 -0.1582E+00  0.9613E-01  0.6761E-01
   281  0.9815E+02 -0.3123E-03  0.5919E-02  0.5383E-01  0.4049E-05 -0.4702E-01  0.1986E+00  0.3859E+00 -0.1170E+00  0.7970E+02 -0.2707E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3684E-02  0.9711E-02  0.6535E-08  0.7956E-01  0.1670E-06  0.9592E-02  0.1184E-01 -0.5212E-02 -0.4309E-01 -0.7821E-02  0.1156E+00  0.1035E+00
   282  0.9850E+02  0.3280E+01  0.5870E-02  0.5840E-01  0.3951E-05 -0.9624E-01  0.1960E+00  0.6738E+00 -0.2688E+00  0.7679E+02 -0.2537E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5815E-02  0.9711E-02  0.6567E-08  0.1027E+00  0.1580E-06  0.9527E-02  0.2889E-02 -0.1797E-01  0.2663E-01  0.1964E+00 -0.1850E-01  0.1756E+00
   283  0.9885E+02 -0.2950E-03  0.5882E-02  0.6189E-01  0.3876E-05 -0.5131E-01  0.1993E+00  0.6317E+00  0.3794E-01  0.7678E+02 -0.2409E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3300E-02  0.9711E-02  0.6594E-08  0.1119E+00  0.1514E-06  0.9496E-02 -0.9824E-02 -0.1184E-01  0.1749E+00  0.1043E+00  0.2214E-01  0.1307E+00
   284  0.9920E+02 -0.3281E+01  0.5899E-02  0.5992E-01  0.3897E-05 -0.1618E-01  0.1969E+00  0.6327E+00  0.2334E+00  0.7787E+02 -0.2500E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1733E-02  0.9711E-02  0.6611E-08  0.1130E+00  0.1549E-06  0.9494E-02 -0.4938E-02 -0.1033E-01  0.8804E-01  0.1111E+00  0.1557E+00  0.9030E-01
   285  0.9955E+02 -0.3230E-03  0.5960E-02  0.5647E-01  0.3953E-05 -0.5101E-01  0.1987E+00  0.4051E+00  0.6206E-01  0.8272E+02 -0.2663E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3280E-02  0.9711E-02  0.6633E-08  0.1081E+00  0.1605E-06  0.9509E-02 -0.4749E-02 -0.4477E-02  0.6980E-01 -0.9153E-02  0.1613E+00  0.3932E-01
   286  0.9990E+02  0.3280E+01  0.5954E-02  0.5249E-01  0.3852E-05 -0.8647E-01  0.1965E+00  0.5635E+00 -0.1698E+00  0.8596E+02 -0.2872E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4574E-02  0.9711E-02  0.6661E-08  0.1000E+00  0.1684E-06  0.9536E-02 -0.7488E-02  0.7939E-02 -0.6175E-02 -0.1893E+00  0.1803E-01  0.6095E-01
   287  0.1002E+03 -0.2980E-03  0.5953E-02  0.5078E-01  0.3806E-05 -0.5825E-01  0.1992E+00  0.5635E+00 -0.1098E+00  0.8989E+02 -0.2972E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2802E-02  0.9711E-02  0.6685E-08  0.9412E-01  0.1723E-06  0.9554E-02  0.6306E-03  0.1311E-01 -0.1435E+00 -0.1092E+00  0.4074E-01  0.9787E-01
   288  0.1006E+03 -0.3281E+01  0.5970E-02  0.5166E-01  0.3848E-05 -0.1573E-01  0.1967E+00  0.6879E+00  0.8465E-01  0.8800E+02 -0.2936E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7374E-03  0.9711E-02  0.6703E-08  0.9808E-01  0.1714E-06  0.9543E-02 -0.6109E-02  0.1235E-01 -0.7533E-01 -0.9327E-01  0.1567E+00  0.1242E+00
   289  0.1010E+03 -0.3167E-03  0.5986E-02  0.4899E-01  0.3858E-05 -0.5828E-01  0.1990E+00  0.4800E+00  0.1383E+00  0.9315E+02 -0.3098E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2713E-02  0.9711E-02  0.6723E-08  0.9211E-01  0.1759E-06  0.9560E-02 -0.7051E-02  0.5018E-02 -0.8976E-01  0.1348E-02  0.1449E+00  0.5791E-01
   290  0.1013E+03  0.3280E+01  0.5989E-02  0.4693E-01  0.3877E-05 -0.8205E-01  0.1967E+00  0.5320E+00 -0.5103E-02  0.9463E+02 -0.3235E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3816E-02  0.9711E-02  0.6747E-08  0.8555E-01  0.1792E-06  0.9577E-02  0.5979E-03  0.3217E-02 -0.5344E-01  0.1559E+00  0.8834E-01  0.9542E-02
   291  0.1017E+03 -0.3088E-03  0.5966E-02  0.4782E-01  0.3926E-05 -0.6041E-01  0.1990E+00  0.4885E+00 -0.1352E+00  0.9580E+02 -0.3192E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2800E-02  0.9711E-02  0.6771E-08  0.8821E-01  0.1789E-06  0.9571E-02  0.4133E-02 -0.3395E-02  0.4840E-01  0.1340E+00  0.7513E-01  0.2416E-01
   292  0.1020E+03 -0.3281E+01  0.6002E-02  0.5109E-01  0.4007E-05 -0.1620E-01  0.1967E+00  0.6802E+00 -0.5982E-01  0.9042E+02 -0.3003E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7631E-03  0.9711E-02  0.6791E-08  0.9278E-01  0.1738E-06  0.9555E-02  0.1011E-01 -0.3033E-02 -0.1597E-01  0.8412E-01  0.1381E+00  0.7570E-01
   293  0.1023E+03 -0.3076E-03  0.6025E-02  0.5018E-01  0.4028E-05 -0.5938E-01  0.1991E+00  0.5440E+00  0.8772E-01  0.9301E+02 -0.3056E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2671E-02  0.9711E-02  0.6810E-08  0.8678E-01  0.1756E-06  0.9571E-02  0.1140E-01  0.2894E-02  0.5477E-01 -0.7511E-03  0.1159E+00  0.8744E-01
   294  0.1027E+03  0.3280E+01  0.6015E-02  0.5023E-01  0.4147E-05 -0.9065E-01  0.1965E+00  0.5730E+00  0.1173E+00  0.9171E+02 -0.3064E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4477E-02  0.9711E-02  0.6834E-08  0.8671E-01  0.1766E-06  0.9572E-02  0.1079E-01 -0.4806E-02  0.8975E-01 -0.8942E-01  0.1170E+00  0.8657E-01
   295  0.1030E+03 -0.3027E-03  0.6056E-02  0.5169E-01  0.4332E-05 -0.5539E-01  0.1988E+00  0.4374E+00 -0.5965E-01  0.9226E+02 -0.2994E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3112E-02  0.9711E-02  0.6861E-08  0.8902E-01  0.1734E-06  0.9562E-02  0.1130E-02 -0.7431E-02  0.9236E-01 -0.1304E+00  0.1614E+00  0.4794E-01
   296  0.1034E+03 -0.3281E+01  0.6036E-02  0.5460E-01  0.4336E-05 -0.1339E-01  0.1968E+00  0.6390E+00 -0.1440E+00  0.8829E+02 -0.2850E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1382E-02  0.9711E-02  0.6883E-08  0.9526E-01  0.1708E-06  0.9545E-02 -0.1635E-02 -0.6908E-02  0.1846E+00 -0.3460E-01  0.8048E-01  0.3592E-01
   297  0.1038E+03 -0.3166E-03  0.6018E-02  0.5663E-01  0.4316E-05 -0.5478E-01  0.1992E+00  0.5738E+00  0.1873E-01  0.8786E+02 -0.2756E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3285E-02  0.9711E-02  0.6903E-08  0.9719E-01  0.1692E-06  0.9540E-02 -0.3161E-02 -0.9119E-02  0.6186E-01  0.6174E-01  0.5645E-01  0.5131E-01
   298  0.1041E+03  0.3280E+01  0.6043E-02  0.5001E-01  0.4428E-05 -0.9009E-01  0.1963E+00  0.6138E+00  0.1521E+00  0.9386E+02 -0.3116E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5115E-02  0.9711E-02  0.6926E-08  0.8426E-01  0.1797E-06  0.9578E-02 -0.1326E-01 -0.3294E-02 -0.1762E-01  0.1519E-01  0.1317E+00  0.1126E+00
   299  0.1045E+03 -0.2948E-03  0.6082E-02  0.4562E-01  0.4507E-05 -0.5635E-01  0.1988E+00  0.4328E+00  0.5819E-02  0.1011E+03 -0.3393E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3465E-02  0.9711E-02  0.6956E-08  0.6713E-01  0.1827E-06  0.9618E-02 -0.1014E-01  0.8041E-02 -0.1847E+00  0.7031E-01  0.2074E+00  0.1165E+00
   300  0.1048E+03 -0.3281E+01  0.6041E-02  0.4759E-01  0.4479E-05 -0.2016E-01  0.1969E+00  0.6120E+00 -0.1438E+00  0.9863E+02 -0.3288E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2011E-02  0.9711E-02  0.6982E-08  0.7685E-01  0.1817E-06  0.9594E-02 -0.1113E-01  0.6225E-02 -0.3372E+00 -0.5682E-01  0.1326E+00  0.9703E-01
   301  0.1052E+03 -0.3230E-03  0.5975E-02  0.4904E-01  0.4423E-05 -0.5775E-01  0.1992E+00  0.5702E+00 -0.2091E-01  0.9934E+02 -0.3212E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3875E-02  0.9711E-02  0.7003E-08  0.8274E-01  0.1815E-06  0.9580E-02 -0.9577E-02  0.4919E-02 -0.2033E+00 -0.1652E+00  0.4432E-01  0.6460E-01
   302  0.1055E+03  0.3281E+01  0.5992E-02  0.4702E-01  0.4422E-05 -0.9770E-01  0.1962E+00  0.6390E+00  0.1270E+00  0.1004E+03 -0.3351E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5813E-02  0.9711E-02  0.7025E-08  0.7727E-01  0.1833E-06  0.9593E-02  0.1985E-02  0.1065E-01 -0.1434E+00  0.3266E-01  0.9029E-01  0.7543E-01
   303  0.1058E+03 -0.3052E-03  0.6043E-02  0.4427E-01  0.4469E-05 -0.6162E-01  0.1988E+00  0.4522E+00  0.4052E-01  0.1062E+03 -0.3543E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4085E-02  0.9711E-02  0.7051E-08  0.6462E-01  0.1823E-06  0.9620E-02  0.1172E-01  0.2153E-02  0.1411E+00  0.3798E-01  0.1930E+00  0.9716E-01
   304  0.1062E+03 -0.3281E+01  0.6023E-02  0.4444E-01  0.4461E-05 -0.2492E-01  0.1969E+00  0.5905E+00 -0.9892E-01  0.1045E+03 -0.3533E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2474E-02  0.9711E-02  0.7075E-08  0.6258E-01  0.1839E-06  0.9625E-02  0.1464E-01  0.4752E-02  0.3287E+00  0.1410E+00  0.1619E+00  0.1450E+00
   305  0.1065E+03 -0.3125E-03  0.6058E-02  0.4390E-01  0.4508E-05 -0.6129E-01  0.1991E+00  0.5437E+00 -0.7804E-01  0.1072E+03 -0.3579E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4411E-02  0.9711E-02  0.7096E-08  0.5961E-01  0.1843E-06  0.9632E-02  0.1347E-01  0.7221E-02  0.2620E+00  0.2520E+00  0.1600E+00  0.1449E+00
   306  0.1069E+03  0.3280E+01  0.6019E-02  0.4431E-01  0.4466E-05 -0.1139E+00  0.1959E+00  0.6764E+00  0.7154E-01  0.1050E+03 -0.3563E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7083E-02  0.9711E-02  0.7119E-08  0.6271E-01  0.1884E-06  0.9627E-02  0.1316E-01 -0.7036E-02  0.3109E+00 -0.1409E-01  0.1456E+00  0.1395E+00
   307  0.1072E+03 -0.3106E-03  0.6066E-02  0.4351E-01  0.4529E-05 -0.6516E-01  0.1989E+00  0.4792E+00  0.1074E+00  0.1076E+03 -0.3611E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4911E-02  0.9711E-02  0.7142E-08  0.5400E-01  0.1885E-06  0.9645E-02 -0.1192E-02 -0.1196E-01  0.2119E-01 -0.1241E+00  0.8371E-01  0.8792E-01
   308  0.1076E+03 -0.3281E+01  0.6109E-02  0.4248E-01  0.4590E-05 -0.3310E-01  0.1970E+00  0.5488E+00 -0.2770E-01  0.1081E+03 -0.3697E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3630E-02  0.9711E-02  0.7164E-08  0.5075E-01  0.1904E-06  0.9652E-02 -0.3129E-02 -0.1357E-01 -0.1577E+00 -0.1522E+00  0.1369E+00  0.1133E+00
   309  0.1080E+03 -0.3113E-03  0.6152E-02  0.4196E-01  0.4655E-05 -0.6377E-01  0.1989E+00  0.5014E+00 -0.1436E+00  0.1101E+03 -0.3735E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5214E-02  0.9711E-02  0.7188E-08  0.4605E-01  0.1920E-06  0.9662E-02 -0.3714E-02 -0.1525E-01 -0.2035E+00 -0.2445E+00  0.1728E+00  0.1567E+00
