 #VirtualDetector/det-1                                                          
  output from Ecalc9 version 2 
  settings: 
    particle type:            0
    pzmin/pzmax:    0.0000000000000000      /   0.0000000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    0.0000000000000000     
    sigma cut:    0.0000000000000000     
    subtract out amplitude correlation

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
   121  0.4215E+02 -0.3118E-03  0.5846E-02  0.2223E-01  0.1647E-05 -0.5384E-01  0.1990E+00  0.4944E+00  0.1988E-01  0.3508E+02 -0.2785E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5249E-02  0.9711E-02  0.2753E-08  0.9428E-01  0.6718E-07  0.9540E-02 -0.1750E-01  0.1639E-01  0.3744E-01 -0.7467E-01  0.3890E-01  0.3155E+00
   122  0.4250E+02  0.3280E+01  0.5907E-02  0.2039E-01  0.1665E-05 -0.8863E-01  0.1960E+00  0.5872E+00  0.2080E-01  0.3602E+02 -0.3025E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7315E-02  0.9711E-02  0.2779E-08  0.7349E-01  0.7201E-07  0.9601E-02  0.3243E-02  0.1666E-01 -0.7340E-01 -0.1059E+00 -0.5917E-01  0.1493E+00
   123  0.4285E+02 -0.3015E-03  0.5916E-02  0.1913E-01  0.1669E-05 -0.5820E-01  0.1987E+00  0.4811E+00 -0.5981E-01  0.3811E+02 -0.3211E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5650E-02  0.9711E-02  0.2809E-08  0.5592E-01  0.7397E-07  0.9641E-02  0.1017E-01 -0.4348E-02 -0.1925E-01  0.2735E-01  0.9408E-01  0.7846E-01
   124  0.4320E+02 -0.3281E+01  0.5906E-02  0.2136E-01  0.1696E-05 -0.1136E-01  0.1967E+00  0.6494E+00 -0.5200E-01  0.3610E+02 -0.2942E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3046E-02  0.9711E-02  0.2835E-08  0.7139E-01  0.7060E-07  0.9600E-02  0.1683E-01 -0.1196E-01  0.3414E-01  0.9838E-01  0.1527E+00  0.2443E+00
   125  0.4355E+02 -0.3226E-03  0.5949E-02  0.2261E-01  0.1739E-05 -0.6116E-01  0.1991E+00  0.5258E+00  0.3539E-01  0.3615E+02 -0.2817E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4987E-02  0.9711E-02  0.2858E-08  0.7841E-01  0.6865E-07  0.9577E-02  0.2298E-01 -0.7318E-02  0.1602E-01  0.1028E+00  0.1275E+00  0.3291E+00
   126  0.4390E+02  0.3280E+01  0.5920E-02  0.2238E-01  0.1706E-05 -0.1075E+00  0.1959E+00  0.6071E+00  0.6024E-01  0.3526E+02 -0.2842E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7133E-02  0.9711E-02  0.2881E-08  0.6785E-01  0.7241E-07  0.9612E-02  0.1110E-01 -0.2144E-01  0.1351E+00  0.2333E-01  0.6205E-01  0.3311E+00
   127  0.4425E+02 -0.2963E-03  0.5960E-02  0.2038E-01  0.1695E-05 -0.7231E-01  0.1988E+00  0.4744E+00 -0.4968E-02  0.3834E+02 -0.3112E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4965E-02  0.9711E-02  0.2906E-08  0.5445E-01  0.7569E-07  0.9644E-02 -0.5334E-02 -0.1265E-01  0.2195E-01 -0.1275E+00  0.4018E-01  0.1113E+00
   128  0.4460E+02 -0.3281E+01  0.6005E-02  0.2012E-01  0.1734E-05 -0.2930E-01  0.1969E+00  0.6146E+00 -0.4526E-01  0.3894E+02 -0.3184E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3032E-02  0.9711E-02  0.2930E-08  0.5536E-01  0.7589E-07  0.9641E-02 -0.6600E-02 -0.4462E-02  0.7106E-02 -0.1782E+00  0.5170E-01  0.3419E-01
   129  0.4495E+02 -0.3234E-03  0.6034E-02  0.1909E-01  0.1763E-05 -0.7213E-01  0.1989E+00  0.5109E+00 -0.1872E-01  0.4153E+02 -0.3369E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4687E-02  0.9711E-02  0.2954E-08  0.5124E-01  0.7734E-07  0.9649E-02 -0.1285E-01 -0.2785E-02  0.8392E-03 -0.1365E+00  0.1440E+00  0.1068E+00
   130  0.4530E+02  0.3281E+01  0.6027E-02  0.2054E-01  0.1763E-05 -0.1121E+00  0.1960E+00  0.6318E+00 -0.2095E-02  0.3860E+02 -0.3148E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6149E-02  0.9711E-02  0.2976E-08  0.5014E-01  0.7818E-07  0.9653E-02 -0.1629E-01  0.1199E-01 -0.1649E+00 -0.1999E-01  0.1745E+00  0.2451E+00
   131  0.4565E+02 -0.3070E-03  0.6052E-02  0.2015E-01  0.1760E-05 -0.7907E-01  0.1990E+00  0.5132E+00  0.2827E-01  0.3979E+02 -0.3202E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3910E-02  0.9711E-02  0.2998E-08  0.4216E-01  0.8058E-07  0.9670E-02 -0.5246E-02  0.1781E-01 -0.5949E-01  0.1710E+00  0.7558E-01  0.2009E+00
   132  0.4600E+02 -0.3281E+01  0.6089E-02  0.1913E-01  0.1806E-05 -0.3818E-01  0.1968E+00  0.6034E+00  0.4767E-01  0.4095E+02 -0.3380E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2155E-02  0.9711E-02  0.3022E-08  0.3682E-01  0.8139E-07  0.9678E-02 -0.9657E-02  0.1055E-01 -0.8664E-01  0.2159E+00  0.2274E-01  0.1113E+00
   133  0.4635E+02 -0.3114E-03  0.6073E-02  0.1876E-01  0.1828E-05 -0.7608E-01  0.1988E+00  0.4715E+00 -0.1447E-01  0.4234E+02 -0.3453E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3992E-02  0.9711E-02  0.3046E-08  0.3191E-01  0.8136E-07  0.9685E-02 -0.4578E-02  0.3963E-02 -0.7396E-01  0.1417E+00  0.8206E-01  0.2880E-01
   134  0.4670E+02  0.3280E+01  0.6065E-02  0.2061E-01  0.1888E-05 -0.1105E+00  0.1963E+00  0.6175E+00 -0.7910E-01  0.3974E+02 -0.3197E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5505E-02  0.9711E-02  0.3071E-08  0.3905E-01  0.8087E-07  0.9674E-02  0.6580E-02  0.1290E-02  0.1216E+00  0.5041E-01  0.1280E+00  0.3712E-01
   135  0.4705E+02 -0.3068E-03  0.6073E-02  0.2305E-01  0.1952E-05 -0.7330E-01  0.1991E+00  0.5453E+00 -0.2200E-01  0.3822E+02 -0.2904E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3661E-02  0.9711E-02  0.3094E-08  0.4578E-01  0.7921E-07  0.9661E-02  0.1028E-01 -0.8617E-02  0.6575E-01 -0.1414E+00  0.1220E+00  0.1080E+00
   136  0.4740E+02 -0.3281E+01  0.6077E-02  0.2022E-01  0.1980E-05 -0.2826E-01  0.1966E+00  0.6435E+00  0.8546E-01  0.4113E+02 -0.3291E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1425E-02  0.9711E-02  0.3116E-08  0.3472E-01  0.8321E-07  0.9681E-02  0.1761E-01 -0.3975E-02  0.1294E+00 -0.1921E+00  0.4908E-01  0.1854E+00
   137  0.4775E+02 -0.3131E-03  0.6108E-02  0.1827E-01  0.2038E-05 -0.7005E-01  0.1989E+00  0.4670E+00  0.5074E-01  0.4564E+02 -0.3648E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3443E-02  0.9711E-02  0.3141E-08  0.2994E-01  0.8460E-07  0.9688E-02  0.1506E-01  0.3870E-02  0.1312E+00 -0.9935E-01  0.1193E+00  0.1429E+00
   138  0.4810E+02  0.3280E+01  0.6045E-02  0.2071E-01  0.2094E-05 -0.1043E+00  0.1963E+00  0.5894E+00 -0.5675E-01  0.4208E+02 -0.3290E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5462E-02  0.9711E-02  0.3170E-08  0.4035E-01  0.8478E-07  0.9672E-02  0.9997E-02 -0.5837E-02 -0.2716E-01 -0.4599E-01  0.6078E-01  0.7426E-01
   139  0.4845E+02 -0.2950E-03  0.5982E-02  0.2451E-01  0.2122E-05 -0.6438E-01  0.1990E+00  0.5193E+00 -0.4187E-01  0.3900E+02 -0.2835E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3830E-02  0.9711E-02  0.3196E-08  0.5167E-01  0.8261E-07  0.9651E-02 -0.3286E-02 -0.4626E-02 -0.5180E-02  0.6269E-01  0.1011E+00  0.2361E-01
   140  0.4880E+02 -0.3281E+01  0.6017E-02  0.2302E-01  0.2157E-05 -0.2811E-01  0.1968E+00  0.6452E+00  0.1534E-02  0.4081E+02 -0.3039E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2131E-02  0.9711E-02  0.3216E-08  0.5136E-01  0.8580E-07  0.9653E-02 -0.9722E-02 -0.5118E-02 -0.6686E-01  0.1155E+00  0.8508E-01  0.7767E-01
   141  0.4915E+02 -0.3234E-03  0.6034E-02  0.2130E-01  0.2183E-05 -0.6252E-01  0.1990E+00  0.5118E+00  0.4789E-01  0.4489E+02 -0.3312E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3529E-02  0.9711E-02  0.3237E-08  0.5233E-01  0.8841E-07  0.9652E-02 -0.1113E-01 -0.1046E-01 -0.1098E+00  0.4784E-01  0.9471E-01  0.1378E+00
   142  0.4950E+02  0.3280E+01  0.5989E-02  0.2305E-01  0.2189E-05 -0.9915E-01  0.1962E+00  0.5943E+00  0.5114E-01  0.4215E+02 -0.3095E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5390E-02  0.9711E-02  0.3265E-08  0.5608E-01  0.8788E-07  0.9645E-02 -0.1867E-01 -0.1006E-03 -0.5401E-01  0.2180E-01  0.9622E-01  0.1934E+00
   143  0.4985E+02 -0.2981E-03  0.5958E-02  0.2525E-01  0.2179E-05 -0.6146E-01  0.1989E+00  0.4659E+00 -0.1176E-01  0.4087E+02 -0.2858E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3535E-02  0.9711E-02  0.3292E-08  0.6043E-01  0.8691E-07  0.9636E-02 -0.9949E-02  0.9619E-02 -0.7786E-01  0.8177E-02  0.1513E+00  0.1167E+00
   144  0.5020E+02 -0.3281E+01  0.5970E-02  0.2627E-01  0.2197E-05 -0.2916E-01  0.1970E+00  0.6122E+00 -0.9052E-01  0.3984E+02 -0.2774E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2226E-02  0.9711E-02  0.3312E-08  0.6459E-01  0.8620E-07  0.9626E-02 -0.7006E-02  0.5257E-02 -0.5346E-01 -0.5844E-01  0.7633E-01  0.5408E-01
   145  0.5055E+02 -0.3164E-03  0.5978E-02  0.2568E-01  0.2212E-05 -0.6129E-01  0.1991E+00  0.5501E+00 -0.2721E-01  0.4195E+02 -0.2865E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3685E-02  0.9711E-02  0.3331E-08  0.6738E-01  0.8671E-07  0.9619E-02 -0.1308E-02  0.6365E-02  0.2112E-01 -0.3829E-01  0.3879E-01  0.2772E-01
   146  0.5090E+02  0.3280E+01  0.5954E-02  0.2638E-01  0.2197E-05 -0.1047E+00  0.1962E+00  0.6428E+00  0.1121E+00  0.4074E+02 -0.2809E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5463E-02  0.9711E-02  0.3357E-08  0.6768E-01  0.8730E-07  0.9619E-02  0.1188E-01  0.6754E-02  0.4782E-01 -0.5853E-03  0.6360E-01  0.1052E+00
   147  0.5125E+02 -0.3086E-03  0.5974E-02  0.2831E-01  0.2219E-05 -0.6227E-01  0.1989E+00  0.4464E+00  0.6466E-01  0.3980E+02 -0.2634E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3209E-02  0.9711E-02  0.3383E-08  0.6680E-01  0.8579E-07  0.9620E-02  0.1630E-01 -0.3644E-02  0.1018E+00 -0.3467E-01  0.1986E+00  0.1695E+00
   148  0.5160E+02 -0.3281E+01  0.5966E-02  0.2945E-01  0.2222E-05 -0.2979E-01  0.1969E+00  0.5661E+00 -0.1063E+00  0.3847E+02 -0.2546E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1670E-02  0.9711E-02  0.3403E-08  0.6701E-01  0.8547E-07  0.9620E-02  0.1700E-01  0.4151E-02  0.1342E+00  0.2926E-01  0.1504E+00  0.1829E+00
   149  0.5195E+02 -0.3077E-03  0.5981E-02  0.2888E-01  0.2244E-05 -0.6140E-01  0.1991E+00  0.5475E+00 -0.1085E+00  0.4019E+02 -0.2616E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3402E-02  0.9711E-02  0.3422E-08  0.6713E-01  0.8529E-07  0.9617E-02  0.9208E-02  0.6429E-02  0.6656E-01  0.6106E-01  0.4458E-01  0.7342E-01
   150  0.5230E+02  0.3280E+01  0.5948E-02  0.2875E-01  0.2228E-05 -0.1110E+00  0.1961E+00  0.6900E+00  0.8803E-01  0.3992E+02 -0.2646E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5731E-02  0.9711E-02  0.3447E-08  0.6768E-01  0.8797E-07  0.9619E-02  0.3690E-02 -0.4287E-02  0.1427E-01  0.7121E-02  0.1858E-01  0.2080E-01
   151  0.5265E+02 -0.3018E-03  0.5979E-02  0.2981E-01  0.2278E-05 -0.5944E-01  0.1988E+00  0.4672E+00  0.1277E+00  0.3968E+02 -0.2557E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3459E-02  0.9711E-02  0.3475E-08  0.6168E-01  0.8816E-07  0.9632E-02 -0.8926E-02 -0.4686E-02 -0.3687E-01  0.5434E-01  0.1492E+00  0.7029E-01
   152  0.5300E+02 -0.3281E+01  0.5952E-02  0.3014E-01  0.2266E-05 -0.2850E-01  0.1970E+00  0.5441E+00 -0.5353E-01  0.3924E+02 -0.2545E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1844E-02  0.9711E-02  0.3497E-08  0.6157E-01  0.8884E-07  0.9633E-02 -0.1200E-01 -0.1214E-01 -0.1157E+00  0.3449E-01  0.9842E-01  0.1676E+00
   153  0.5335E+02 -0.3168E-03  0.5942E-02  0.2940E-01  0.2270E-05 -0.5755E-01  0.1991E+00  0.5190E+00 -0.1302E+00  0.4132E+02 -0.2634E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3246E-02  0.9711E-02  0.3516E-08  0.6416E-01  0.8891E-07  0.9626E-02 -0.6096E-02 -0.1613E-01 -0.1020E+00 -0.4238E-01  0.7898E-01  0.1651E+00
   154  0.5370E+02  0.3280E+01  0.5930E-02  0.2569E-01  0.2260E-05 -0.1050E+00  0.1960E+00  0.6911E+00  0.9128E-02  0.4446E+02 -0.3008E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5790E-02  0.9711E-02  0.3542E-08  0.5281E-01  0.9560E-07  0.9653E-02 -0.1406E-01 -0.6381E-02 -0.5118E-01 -0.2313E-01  0.1027E+00  0.1415E+00
   155  0.5405E+02 -0.2945E-03  0.5935E-02  0.2268E-01  0.2270E-05 -0.5599E-01  0.1989E+00  0.5153E+00  0.9696E-01  0.4913E+02 -0.3374E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3678E-02  0.9711E-02  0.3572E-08  0.3646E-01  0.9958E-07  0.9681E-02 -0.5710E-02  0.5553E-02 -0.5828E-01 -0.9080E-01  0.1634E+00  0.5386E-01
   156  0.5440E+02 -0.3281E+01  0.5911E-02  0.2295E-01  0.2265E-05 -0.2396E-01  0.1970E+00  0.5902E+00  0.2657E-01  0.4961E+02 -0.3391E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2249E-02  0.9711E-02  0.3597E-08  0.4424E-01  0.9949E-07  0.9668E-02 -0.1451E-02  0.8953E-02  0.3258E-01 -0.1458E+00  0.2093E-01  0.4021E-01
   157  0.5475E+02 -0.3224E-03  0.5867E-02  0.2503E-01  0.2245E-05 -0.5503E-01  0.1990E+00  0.4889E+00 -0.2686E-01  0.4892E+02 -0.3175E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3516E-02  0.9711E-02  0.3618E-08  0.5874E-01  0.9848E-07  0.9641E-02 -0.2391E-02  0.1301E-01  0.8902E-01 -0.5185E-01 -0.1630E-01  0.8789E-01
   158  0.5510E+02  0.3281E+01  0.5874E-02  0.2109E-01  0.2227E-05 -0.9321E-01  0.1962E+00  0.6204E+00 -0.5221E-01  0.5507E+02 -0.3763E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5219E-02  0.9711E-02  0.3642E-08  0.4865E-01  0.1011E-06  0.9660E-02  0.1125E-01  0.1392E-01  0.2451E-01 -0.2194E-02  0.1303E+00  0.1892E+00
   159  0.5545E+02 -0.3049E-03  0.5902E-02  0.1888E-01  0.2229E-05 -0.6019E-01  0.1990E+00  0.5407E+00 -0.4981E-01  0.6150E+02 -0.4193E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3348E-02  0.9711E-02  0.3669E-08  0.3939E-01  0.1022E-06  0.9675E-02  0.1452E-01  0.1630E-02  0.8432E-01  0.1046E+00  0.1931E+00  0.1419E+00
   160  0.5580E+02 -0.3281E+01  0.5916E-02  0.2182E-01  0.2257E-05 -0.1727E-01  0.1967E+00  0.6777E+00  0.4641E-01  0.5573E+02 -0.3708E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1555E-02  0.9711E-02  0.3695E-08  0.5249E-01  0.1010E-06  0.9651E-02  0.1020E-01  0.3849E-02  0.2406E-01  0.2153E+00  0.8971E-01  0.6694E-01
   161  0.5615E+02 -0.3118E-03  0.5898E-02  0.2528E-01  0.2255E-05 -0.6219E-01  0.1989E+00  0.4949E+00  0.1074E+00  0.5219E+02 -0.3263E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3529E-02  0.9711E-02  0.3718E-08  0.6751E-01  0.9842E-07  0.9618E-02  0.5859E-02  0.8595E-03 -0.6126E-01  0.1605E+00  0.3809E-01  0.1783E-01
   162  0.5650E+02  0.3280E+01  0.5903E-02  0.2570E-01  0.2241E-05 -0.9160E-01  0.1965E+00  0.5549E+00 -0.2050E-01  0.5143E+02 -0.3237E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4665E-02  0.9711E-02  0.3740E-08  0.6963E-01  0.9801E-07  0.9612E-02 -0.3466E-03 -0.8957E-02  0.4850E-01  0.9349E-01  0.6139E-01  0.5374E-01
   163  0.5685E+02 -0.3099E-03  0.5950E-02  0.2432E-01  0.2257E-05 -0.6722E-01  0.1990E+00  0.5125E+00 -0.1348E+00  0.5477E+02 -0.3424E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3224E-02  0.9711E-02  0.3763E-08  0.6268E-01  0.9988E-07  0.9628E-02 -0.9941E-02 -0.7913E-02  0.1851E-02 -0.6804E-01  0.1185E+00  0.1023E+00
   164  0.5720E+02 -0.3281E+01  0.5963E-02  0.2476E-01  0.2286E-05 -0.1455E-01  0.1966E+00  0.7027E+00 -0.8235E-02  0.5386E+02 -0.3392E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8228E-03  0.9711E-02  0.3787E-08  0.6498E-01  0.1003E-06  0.9623E-02 -0.6617E-02 -0.1392E-01  0.5053E-02 -0.1804E+00  0.9248E-01  0.1384E+00
   165  0.5755E+02 -0.3110E-03  0.5976E-02  0.2435E-01  0.2306E-05 -0.6758E-01  0.1990E+00  0.5197E+00  0.1184E+00  0.5693E+02 -0.3488E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3295E-02  0.9711E-02  0.3812E-08  0.6845E-01  0.9858E-07  0.9610E-02  0.1978E-03 -0.1250E-01  0.5300E-01 -0.1989E+00  0.1809E+00  0.1032E+00
   166  0.5790E+02  0.3280E+01  0.5985E-02  0.2613E-01  0.2321E-05 -0.9531E-01  0.1965E+00  0.5628E+00  0.2476E-01  0.5369E+02 -0.3280E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4742E-02  0.9711E-02  0.3834E-08  0.7322E-01  0.9795E-07  0.9599E-02 -0.5775E-02 -0.5458E-02 -0.1060E+00 -0.1899E+00  0.1588E+00  0.5240E-01
   167  0.5825E+02 -0.2993E-03  0.6028E-02  0.2571E-01  0.2354E-05 -0.6980E-01  0.1989E+00  0.4947E+00 -0.9541E-01  0.5495E+02 -0.3327E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3663E-02  0.9711E-02  0.3855E-08  0.6472E-01  0.1002E-06  0.9621E-02 -0.2474E-02  0.4196E-02 -0.1330E+00 -0.1724E-01  0.1648E-01  0.1489E-01
   168  0.5860E+02 -0.3281E+01  0.6065E-02  0.2357E-01  0.2401E-05 -0.2044E-01  0.1967E+00  0.6657E+00 -0.1794E-01  0.5844E+02 -0.3642E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1451E-02  0.9711E-02  0.3878E-08  0.6058E-01  0.1023E-06  0.9631E-02 -0.3590E-02  0.9866E-02 -0.8660E-01  0.3168E-01  0.1967E-01  0.5726E-01
   169  0.5895E+02 -0.3231E-03  0.6114E-02  0.2264E-01  0.2445E-05 -0.6911E-01  0.1990E+00  0.5061E+00  0.5589E-01  0.6227E+02 -0.3815E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3635E-02  0.9711E-02  0.3904E-08  0.5911E-01  0.1020E-06  0.9632E-02 -0.9384E-02  0.1082E-01 -0.5187E-01  0.1021E+00  0.1732E+00  0.1345E+00
   170  0.5930E+02  0.3280E+01  0.6089E-02  0.2553E-01  0.2482E-05 -0.1015E+00  0.1962E+00  0.5897E+00 -0.1827E-02  0.5708E+02 -0.3438E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5498E-02  0.9711E-02  0.3928E-08  0.7078E-01  0.9949E-07  0.9602E-02  0.1624E-04  0.1664E-01  0.8937E-01  0.1785E+00  0.2412E+00  0.1785E+00
   171  0.5965E+02 -0.2992E-03  0.6107E-02  0.2843E-01  0.2546E-05 -0.6880E-01  0.1990E+00  0.5080E+00 -0.4144E-01  0.5426E+02 -0.3114E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4168E-02  0.9711E-02  0.3950E-08  0.7640E-01  0.9769E-07  0.9587E-02  0.9352E-02  0.8417E-02  0.1850E+00  0.9526E-01  0.9428E-01  0.9215E-01
   172  0.6000E+02 -0.3281E+01  0.6145E-02  0.2516E-01  0.2581E-05 -0.2614E-01  0.1968E+00  0.6386E+00  0.1703E-01  0.5825E+02 -0.3505E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2563E-02  0.9711E-02  0.3972E-08  0.6367E-01  0.1030E-06  0.9622E-02  0.7237E-02  0.5730E-02  0.1284E+00  0.1554E+00  0.1787E-01  0.4430E-01
   173  0.6035E+02 -0.3214E-03  0.6146E-02  0.2378E-01  0.2578E-05 -0.6579E-01  0.1989E+00  0.4888E+00  0.3815E-01  0.6194E+02 -0.3709E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4560E-02  0.9711E-02  0.3997E-08  0.5759E-01  0.1055E-06  0.9637E-02  0.1029E-01  0.1795E-02  0.8102E-02  0.8255E-01  0.1316E+00  0.7564E-01
   174  0.6070E+02  0.3281E+01  0.6082E-02  0.2658E-01  0.2611E-05 -0.1046E+00  0.1961E+00  0.5953E+00 -0.7594E-02  0.5772E+02 -0.3386E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6613E-02  0.9711E-02  0.4024E-08  0.7228E-01  0.1021E-06  0.9599E-02  0.1060E-01 -0.1391E-01 -0.2714E-01 -0.2866E-01  0.1737E+00  0.1837E+00
   175  0.6105E+02 -0.3113E-03  0.6064E-02  0.3036E-01  0.2651E-05 -0.6683E-01  0.1990E+00  0.4978E+00 -0.2179E-01  0.5461E+02 -0.3005E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4670E-02  0.9711E-02  0.4049E-08  0.8491E-01  0.9779E-07  0.9561E-02 -0.3971E-02 -0.1819E-01 -0.1241E+00 -0.1005E+00  0.1354E+00  0.2010E+00
   176  0.6140E+02 -0.3281E+01  0.6073E-02  0.2893E-01  0.2662E-05 -0.3410E-01  0.1968E+00  0.6308E+00 -0.3237E-01  0.5560E+02 -0.3153E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3428E-02  0.9711E-02  0.4068E-08  0.7705E-01  0.1012E-06  0.9586E-02  0.1041E-02 -0.1820E-01 -0.9557E-01 -0.2653E+00  0.1339E+00  0.1970E+00
   177  0.6175E+02 -0.3112E-03  0.6035E-02  0.2725E-01  0.2630E-05 -0.6320E-01  0.1990E+00  0.5311E+00  0.9837E-02  0.5944E+02 -0.3355E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5255E-02  0.9711E-02  0.4089E-08  0.7267E-01  0.1044E-06  0.9599E-02  0.4886E-03 -0.1272E-01  0.7433E-01 -0.2403E+00  0.1550E+00  0.1074E+00
   178  0.6210E+02  0.3280E+01  0.5976E-02  0.2743E-01  0.2600E-05 -0.1141E+00  0.1960E+00  0.6296E+00  0.8446E-01  0.5982E+02 -0.3384E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7650E-02  0.9711E-02  0.4115E-08  0.8298E-01  0.1031E-06  0.9569E-02 -0.1325E-01 -0.1604E-02 -0.1803E-01 -0.1744E+00  0.1341E+00  0.1083E+00
   179  0.6245E+02 -0.3078E-03  0.5969E-02  0.3015E-01  0.2621E-05 -0.6897E-01  0.1988E+00  0.4574E+00  0.4700E-01  0.5768E+02 -0.3106E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5327E-02  0.9711E-02  0.4141E-08  0.8878E-01  0.9937E-07  0.9547E-02 -0.8032E-02  0.1456E-01  0.1674E-01  0.3690E-02  0.1091E+00  0.1611E+00
   180  0.6280E+02 -0.3281E+01  0.5986E-02  0.3100E-01  0.2645E-05 -0.3604E-01  0.1969E+00  0.5831E+00 -0.1119E+00  0.5584E+02 -0.3029E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3932E-02  0.9711E-02  0.4159E-08  0.8749E-01  0.1001E-06  0.9553E-02 -0.1398E-01  0.1571E-01  0.4855E-01  0.2170E+00  0.1292E+00  0.2581E+00
   181  0.6315E+02 -0.3179E-03  0.6001E-02  0.3038E-01  0.2666E-05 -0.6280E-01  0.1991E+00  0.5634E+00 -0.1101E+00  0.5826E+02 -0.3109E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5586E-02  0.9711E-02  0.4178E-08  0.8700E-01  0.1004E-06  0.9553E-02 -0.1425E-01  0.1127E-01 -0.1251E+00  0.2761E+00  0.1735E+00  0.2018E+00
   182  0.6350E+02  0.3280E+01  0.5917E-02  0.3151E-01  0.2611E-05 -0.1228E+00  0.1957E+00  0.7151E+00  0.1046E+00  0.5633E+02 -0.3024E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8581E-02  0.9711E-02  0.4203E-08  0.9518E-01  0.1011E-06  0.9532E-02  0.3345E-02  0.1626E-01  0.1892E-01  0.3069E+00  0.2097E+00  0.1714E+00
   183  0.6385E+02 -0.2976E-03  0.5902E-02  0.3418E-01  0.2621E-05 -0.6374E-01  0.1988E+00  0.4702E+00  0.1850E+00  0.5447E+02 -0.2799E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5913E-02  0.9711E-02  0.4228E-08  0.9621E-01  0.9926E-07  0.9528E-02  0.1456E-01  0.7740E-03  0.5864E-01  0.1232E+00  0.1429E+00  0.1309E+00
